source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	Material Type	assay name	Technology Type	comment[data file]	comment[fraction identifier]	comment[file uri]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[cell line]
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	Run 38	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_7.raw	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_7.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	Run 39	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_8.raw	8	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_8.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	Run 40	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_9.raw	9	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_9.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 41	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_1.raw	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_1.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 42	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_10.raw	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_10.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 43	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_11.raw	11	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_11.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 44	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_12.raw	12	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_12.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 45	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_13.raw	13	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_13.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 46	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_14.raw	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_14.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 47	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_15.raw	15	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_15.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 48	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_16.raw	16	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_16.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 49	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_17.raw	17	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_17.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 50	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_18.raw	18	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_18.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 51	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_19.raw	19	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_19.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 52	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_2.raw	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_2.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 53	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_20.raw	20	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_20.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 54	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_3.raw	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_3.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 55	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_4.raw	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_4.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 56	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_5.raw	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_5.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 57	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_6.raw	6	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_6.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 58	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_7.raw	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_7.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 59	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_8.raw	8	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_8.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 3	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 60	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_Down_9.raw	9	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_Down_9.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 61	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_1.raw	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_1.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 62	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_10.raw	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_10.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 63	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_11.raw	11	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_11.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 64	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_12.raw	12	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_12.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 65	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_13.raw	13	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_13.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 66	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_14.raw	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_14.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 67	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_15.raw	15	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_15.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 68	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_16.raw	16	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_16.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 69	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_17.raw	17	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_17.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 70	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_18.raw	18	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_18.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 71	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_19.raw	19	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_19.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 72	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_2.raw	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_2.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 73	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_20.raw	20	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_20.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 74	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_3.raw	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_3.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	Run 75	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_4.raw	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_4.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
