Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[sex]	Characteristics[age]	Characteristics[ancestry category]	Characteristics[cell type]	Characteristics[cell line]	Material Type	assay name	Technology Type	comment[label]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 32	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F13_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F13_hybrid.raw	2	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 33	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F14_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F14_hybrid.raw	3	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 34	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F15_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F15_hybrid.raw	4	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 35	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F16_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F16_hybrid.raw	5	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F17_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F17_hybrid.raw	6	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F18_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F18_hybrid.raw	7	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F19_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F19_hybrid.raw	8	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F20_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F20_hybrid.raw	9	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F21_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F21_hybrid.raw	10	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F22_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F22_hybrid.raw	11	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F23_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F23_hybrid.raw	12	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F24_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F24_hybrid.raw	13	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F25_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F25_hybrid.raw	14	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F26_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F26_hybrid.raw	15	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F27_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F27_hybrid.raw	16	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F28_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F28_hybrid.raw	17	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F29_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F29_hybrid.raw	18	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F30_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F30_hybrid.raw	19	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F31_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F31_hybrid.raw	20	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F32_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F32_hybrid.raw	21	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F33_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F33_hybrid.raw	22	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F34_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F34_hybrid.raw	23	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F35_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F35_hybrid.raw	24	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F36_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F36_hybrid.raw	25	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F37_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F37_hybrid.raw	26	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F38_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F38_hybrid.raw	27	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F39_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F39_hybrid.raw	28	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F40_hybrid_151219140953.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F40_hybrid_151219140953.raw	29	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F41_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F41_hybrid.raw	30	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 4	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_E_F12F27_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_E_F12F27_hybrid.raw	1	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 5	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_E_F12F27_uni.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_E_F12F27_uni.raw	1	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.05 Da
Sample 4	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	cell	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_E_F13F28_hybrid.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_E_F13F28_hybrid.raw	2	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
