source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[technical replicate]	assay name	Technology Type	comment[Parameter group]	comment[proteomexchange accession number]	comment[data file]	comment[file url]	comment[fraction identifier]	comment[Experiment]	comment[PTM]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	factor value[Experiment]
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 43	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_6_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_6_Fusion.raw	43	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 44	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_7_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_7_Fusion.raw	44	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 45	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_8_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_8_Fusion.raw	45	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 46	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_9_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_9_Fusion.raw	46	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 47	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_10_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_10_Fusion.raw	47	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 48	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_11_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_11_Fusion.raw	48	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 49	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_12_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_12_Fusion.raw	49	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 50	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_13_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_13_Fusion.raw	50	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 51	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_14_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_14_Fusion.raw	51	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 52	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_15_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_15_Fusion.raw	52	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 53	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_16_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_16_Fusion.raw	53	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 54	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_17_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_17_Fusion.raw	54	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 55	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_18_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_18_Fusion.raw	55	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 56	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_19_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_19_Fusion.raw	56	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 57	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_20_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_20_Fusion.raw	57	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 58	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_21_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_21_Fusion.raw	58	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 59	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_22_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_22_Fusion.raw	59	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 60	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_23_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_23_Fusion.raw	60	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 61	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_24_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_24_Fusion.raw	61	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
