source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[developmental stage]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	characteristics[depletion]	assay name	technology type	comment[technical replicate]	comment[fraction identifier]	comment[proteomexchange accession number]	comment[file uri]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[label]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[cell line]
Sample 14	homo sapiens	amelanotic melanoma	skin	not available	lymph node	not available	not available	not available	LOXIMVI	not available	1	no depletion	run 165	proteomic profiling by mass spectrometry	8	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000234_E03_P001390_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000234_E03_P001390_B00F_A00_R1.RAW	LOXIMVI
Sample 14	homo sapiens	amelanotic melanoma	skin	not available	lymph node	not available	not available	not available	LOXIMVI	not available	1	no depletion	run 166	proteomic profiling by mass spectrometry	9	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000234_C04_P001390_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000234_C04_P001390_B00L_A00_R1.RAW	LOXIMVI
Sample 14	homo sapiens	amelanotic melanoma	skin	not available	lymph node	not available	not available	not available	LOXIMVI	not available	1	no depletion	run 167	proteomic profiling by mass spectrometry	10	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000234_B03_P001390_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000234_B03_P001390_B00C_A00_R1.RAW	LOXIMVI
Sample 14	homo sapiens	amelanotic melanoma	skin	not available	lymph node	not available	not available	not available	LOXIMVI	not available	1	no depletion	run 168	proteomic profiling by mass spectrometry	11	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000234_C03_P001390_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000234_C03_P001390_B00D_A00_R1.RAW	LOXIMVI
Sample 14	homo sapiens	amelanotic melanoma	skin	not available	lymph node	not available	not available	not available	LOXIMVI	not available	1	no depletion	run 169	proteomic profiling by mass spectrometry	12	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000234_A04_P001390_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000234_A04_P001390_B00J_A00_R1.RAW	LOXIMVI
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 170	proteomic profiling by mass spectrometry	1	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_B01_P001561_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_B01_P001561_B00B_A00_R1.RAW	SNB-75
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 171	proteomic profiling by mass spectrometry	2	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_B02_P001561_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_B02_P001561_B00J_A00_R1.RAW	SNB-75
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 172	proteomic profiling by mass spectrometry	3	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_G01_P001561_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_G01_P001561_B00G_A00_R1.RAW	SNB-75
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 173	proteomic profiling by mass spectrometry	4	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_C01_P001561_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_C01_P001561_B00C_A00_R1.RAW	SNB-75
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 174	proteomic profiling by mass spectrometry	5	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_H01_P001561_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_H01_P001561_B00H_A00_R1.RAW	SNB-75
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 175	proteomic profiling by mass spectrometry	6	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_A01_P001561_B00A_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_A01_P001561_B00A_A00_R1.RAW	SNB-75
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 176	proteomic profiling by mass spectrometry	7	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_A02_P001561_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_A02_P001561_B00I_A00_R1.RAW	SNB-75
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 177	proteomic profiling by mass spectrometry	8	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_D01_P001561_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_D01_P001561_B00D_A00_R1.RAW	SNB-75
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 178	proteomic profiling by mass spectrometry	9	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_D02_P001561_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_D02_P001561_B00L_A00_R1.RAW	SNB-75
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 179	proteomic profiling by mass spectrometry	10	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_F01_P001561_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_F01_P001561_B00F_A00_R1.RAW	SNB-75
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 180	proteomic profiling by mass spectrometry	11	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_C02_P001561_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_C02_P001561_B00K_A00_R1.RAW	SNB-75
Sample 15	homo sapiens	brain glioblastoma	brain	not available	embryonic central brain glia	78Y	female	not available	SNB-75	Glioblastoma-grade IV	1	no depletion	run 181	proteomic profiling by mass spectrometry	12	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_E01_P001561_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_E01_P001561_B00E_A00_R1.RAW	SNB-75
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 182	proteomic profiling by mass spectrometry	1	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_C03_P001562_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_C03_P001562_B00G_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 183	proteomic profiling by mass spectrometry	2	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_H02_P001562_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_H02_P001562_B00D_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 184	proteomic profiling by mass spectrometry	3	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_E02_P001562_B00A_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_E02_P001562_B00A_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 185	proteomic profiling by mass spectrometry	4	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_G02_P001562_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_G02_P001562_B00C_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 186	proteomic profiling by mass spectrometry	5	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_F03_P001562_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_F03_P001562_B00J_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 187	proteomic profiling by mass spectrometry	6	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_B03_P001562_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_B03_P001562_B00F_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 188	proteomic profiling by mass spectrometry	7	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_E03_P001562_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_E03_P001562_B00I_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 189	proteomic profiling by mass spectrometry	8	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_D03_P001562_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_D03_P001562_B00H_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 190	proteomic profiling by mass spectrometry	9	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_F02_P001562_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_F02_P001562_B00B_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 191	proteomic profiling by mass spectrometry	10	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_G03_P001562_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_G03_P001562_B00K_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 192	proteomic profiling by mass spectrometry	11	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_A03_P001562_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_A03_P001562_B00E_A00_R1.RAW	M14
Sample 16	homo sapiens	amelanotic melanoma	skin	not available	melanocytes	not available	not available	not available	M14	non epithelial	1	no depletion	run 193	proteomic profiling by mass spectrometry	12	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_H03_P001562_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_H03_P001562_B00L_A00_R1.RAW	M14
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	not available	fallopian tube	not available	not available	not available	MCF7/AdrR	Epithelial	1	no depletion	run 194	proteomic profiling by mass spectrometry	1	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_E06_P001564_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_E06_P001564_B00I_A00_R1.RAW	MCF7/AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	not available	fallopian tube	not available	not available	not available	MCF7/AdrR	Epithelial	1	no depletion	run 195	proteomic profiling by mass spectrometry	2	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_C06_P001564_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_C06_P001564_B00G_A00_R1.RAW	MCF7/AdrR
Sample 17	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	not available	fallopian tube	not available	not available	not available	MCF7/AdrR	Epithelial	1	no depletion	run 196	proteomic profiling by mass spectrometry	3	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00261_G06_P001564_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00261_G06_P001564_B00K_A00_R1.RAW	MCF7/AdrR
